Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT,'6775730765896,body_html,fr,,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Finally, a puffer jacket without an overly puffy fit. Lightweight and packable, we designed ours with a perfect, flattering fit that won’t weigh you down while providing superior insulation and warmth. All at an affordable price you can feel warm and fuzzy about.</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""> </span></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Features:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Perfect fit</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Water-resistant</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Lightweight and easy to pack</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Ultra-soft fleece lining on pockets</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">2 side seam hand pockets with hidden zipper closure</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Full-zip with double-sided zipper closure (open from top or bottom)</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">100% Nylon self and lining / 100% Polyester fill</span>
</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1""> Fit:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Slim fit in arms and shoulders</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Straight fit in the body for room to layer</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Size up for a looser fit</span>
</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Colors Included in Pack: </strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Black</li>
<li data-mce-fragment=""1"">Gunmetal</li>
</ul>","<p data-mce-fragment=""1""> <span data-mce-fragment=""1"">Enfin une doudoune sans coupe trop bouffante. Léger et compactable, nous avons conçu le nôtre avec une coupe parfaite et flatteuse qui ne vous alourdira pas tout en offrant une isolation et une chaleur supérieures. Le tout à un prix abordable, vous pouvez vous sentir bien et confortablement installé.</span></p>

<p data-mce-fragment=""1""><span data-mce-fragment=""1""> </span></p>

<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Caractéristiques:</strong> </p>

<ul data-mce-fragment=""1"">

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span> <span data-mce-fragment=""1"">Ajustement parfait</span>

</li>

<li data-mce-fragment=""1""> 
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Résistant à l'eau</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Léger et facile à emballer</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Doublure polaire ultra douce sur les poches</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">2 poches pour les mains dans les coutures latérales avec fermeture à glissière cachée</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Fermeture à glissière complète avec fermeture à glissière double face (ouverture par le haut ou par le bas)</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Composition et doublure 100 % nylon / Remplissage 100 % polyester</span>

</li>


</ul>

<p data-mce-fragment=""1""> <strong data-mce-fragment=""1"">Ajuster:</strong> </p>

<ul data-mce-fragment=""1"">

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span> <span data-mce-fragment=""1"">Coupe ajustée au niveau des bras et des épaules</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Coupe droite sur le corps pour laisser de la place pour superposer des couches</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Taille au-dessus pour une coupe plus ample</span>

</li>


</ul>

 <p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Couleurs incluses dans le pack :</strong></p>

<ul data-mce-fragment=""1"">

<li data-mce-fragment=""1""> Noir</li>

<li data-mce-fragment=""1""> Bronze à canon</li>


</ul>"
PRODUCT,'6775730765896,handle,fr,,,monochrome-puffer-jacket-2-pack,
PRODUCT,'6775730765896,meta_title,fr,,,Monochrome Puffer Jacket 2-Pack | Monochrome Puffer Jacket 2-Pack | True Classic,"Doudoune monochrome, paquet de 2 | Doudoune monochrome, paquet de 2 | Un vrai classique"
PRODUCT,'6775731748936,title,fr,,,Core Color Puffer Jacket 2-Pack,Core Color Puffer Jacket 2-Pack
PRODUCT,'6775731748936,body_html,fr,,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Finally, a puffer jacket without an overly puffy fit. Lightweight and packable, we designed ours with a perfect, flattering fit that won’t weigh you down while providing superior insulation and warmth. All at an affordable price you can feel warm and fuzzy about.</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""> </span></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Features:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Perfect fit</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Water-resistant</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Lightweight and easy to pack</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Ultra-soft fleece lining on pockets</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">2 side seam hand pockets with hidden zipper closure</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Full-zip with double-sided zipper closure (open from top or bottom)</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">100% Nylon self and lining / 100% Polyester fill</span>
</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1""> Fit:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Slim fit in arms and shoulders</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Straight fit in the body for room to layer</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Size up for a looser fit</span>
</li>
<li><span>Model is 6'2"" and wearing size M</span></li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Colors Included in Pack: </strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Navy</li>
<li data-mce-fragment=""1"">Military Green</li>
</ul>","<p data-mce-fragment=""1""> <span data-mce-fragment=""1"">Enfin une doudoune sans coupe trop bouffante. Léger et compactable, nous avons conçu le nôtre avec une coupe parfaite et flatteuse qui ne vous alourdira pas tout en offrant une isolation et une chaleur supérieures. Le tout à un prix abordable, vous pouvez vous sentir bien et confortablement installé.</span></p>

<p data-mce-fragment=""1""><span data-mce-fragment=""1""> </span></p>

<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Caractéristiques:</strong> </p>

<ul data-mce-fragment=""1"">

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span> <span data-mce-fragment=""1"">Ajustement parfait</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Résistant à l'eau</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Léger et facile à emballer</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Doublure polaire ultra douce sur les poches</span>

</li>

<li data-mce-fragment=""1""> 
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">2 poches pour les mains dans les coutures latérales avec fermeture à glissière cachée</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Fermeture à glissière complète avec fermeture à glissière double face (ouverture par le haut ou par le bas)</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Composition et doublure 100 % nylon / Remplissage 100 % polyester</span>

</li>


</ul>

<p data-mce-fragment=""1""> <strong data-mce-fragment=""1"">Ajuster:</strong> </p>

<ul data-mce-fragment=""1"">

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span> <span data-mce-fragment=""1"">Coupe ajustée au niveau des bras et des épaules</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Coupe droite sur le corps pour laisser de la place pour superposer des couches</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Taille au-dessus pour une coupe plus ample</span>

</li>

<li> <span>Le mannequin mesure 6'2"" et porte une taille M</span>
</li>


</ul>

<p data-mce-fragment=""1""> <strong data-mce-fragment=""1"">Couleurs incluses dans le pack :</strong></p>

<ul data-mce-fragment=""1"">

<li data-mce-fragment=""1""> Marine</li>

<li data-mce-fragment=""1""> Vert militaire</li>


</ul>"
PRODUCT,'6775731748936,handle,fr,,,core-color-puffer-jacket-2-pack,
PRODUCT,'6775731748936,meta_title,fr,,,Core Color Puffer Jacket 2-Pack | Core Color Puffer Jacket 2-Pack | True Classic,"Doudoune Core Color, paquet de 2 | Doudoune Core Color, paquet de 2 | Un vrai classique"
PRODUCT,'6775732207688,title,fr,,,Essential Bomber Jacket 3-Pack,Essential Bomber Jacket 3-Pack
PRODUCT,'6775732207688,body_html,fr,,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Talk to me goose. Inspired by the aviator jacket, this water-resistant bomber brings a perfect fit to an American classic. With a signature high-contrast orange lining and authentic brass zippers, it’s an easy way to add instant style to your look.</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""> </span></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Features:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Perfect fit</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Water resistant</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Ultra-soft</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Classic aviator orange lining</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Authentic brass zippers</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">2 front hand pockets</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">1 zippered pocket on left sleeve</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Full-zip with double-sided zipper closure (open from top or bottom)</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">65% Cotton / 35% Nylon (100% Polyester fill)</span>
</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1""> Fit:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Slim fit</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Fitted in arms and shoulders</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Size up for a looser fit</span>
</li>
<li><span>Model is 6'2"" and wearing size M</span></li>
</ul>
<p><strong>Colors Included in Pack: </strong></p>
<ul>
<li>Black</li>
<li>Carbon</li>
<li>Navy</li>
</ul>","<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Parle-moi, oie. Inspiré du blouson aviateur, ce bomber imperméable apporte une coupe parfaite à un classique américain. Avec une doublure orange contrastée emblématique et des fermetures éclair en laiton authentiques, c'est un moyen facile d'ajouter instantanément du style à votre look.</span></p>

<p data-mce-fragment=""1""><span data-mce-fragment=""1""> </span></p>

<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Caractéristiques:</strong> </p>

<ul data-mce-fragment=""1"">

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span> <span data-mce-fragment=""1"">Ajustement parfait</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Résistant à l'eau</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Ultra-doux</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Doublure orange aviateur classique</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Fermetures éclair en laiton authentiques</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">2 poches avant pour les mains</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">1 poche zippée sur la manche gauche</span>

</li>

<li data-mce-fragment=""1""> 
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Fermeture à glissière complète avec fermeture à glissière double face (ouverture par le haut ou par le bas)</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">65 % coton / 35 % nylon (remplissage 100 % polyester)</span>

</li>


</ul>

<p data-mce-fragment=""1""> <strong data-mce-fragment=""1"">Ajuster:</strong> </p>

<ul data-mce-fragment=""1"">

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span> <span data-mce-fragment=""1"">Coupe ajustée</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Ajusté aux bras et aux épaules</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Taille au-dessus pour une coupe plus ample</span>

</li>

<li> <span>Le mannequin mesure 6'2"" et porte une taille M</span>
</li>


</ul>

<p> <strong>Couleurs incluses dans le pack :</strong></p>

<ul>

<li> Noir</li>

<li> Carbone</li>

<li> Marine</li>


</ul>"
PRODUCT,'6775732207688,handle,fr,,,essential-bomber-jacket-3-pack,
PRODUCT,'6775732207688,meta_title,fr,,,Essential Bomber Jacket 3-Pack | Essential Bomber Jacket 3-Pack | True Classic,Lot de 3 blousons aviateurs essentiels | Lot de 3 blousons aviateurs essentiels | Un vrai classique
PRODUCT,'6775732764744,title,fr,,,Core Color Bomber Jacket 3-Pack,Core Color Bomber Jacket 3-Pack
PRODUCT,'6775732764744,body_html,fr,,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Talk to me goose. Inspired by the aviator jacket, this water-resistant bomber brings a perfect fit to an American classic. With a signature high-contrast orange lining and authentic brass zippers, it’s an easy way to add instant style to your look.</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""> </span></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Features:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Perfect fit</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Water resistant</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Ultra-soft</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Classic aviator orange lining</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Authentic brass zippers</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">2 front hand pockets</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">1 zippered pocket on left sleeve</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Full-zip with double-sided zipper closure (open from top or bottom)</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">65% Cotton / 35% Nylon (100% Polyester fill)</span>
</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1""> Fit:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Slim fit</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Fitted in arms and shoulders</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Size up for a looser fit</span>
</li>
<li><span>Model is 6'2"" and wearing size M</span></li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Colors Included in Pack: </strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Black</li>
<li data-mce-fragment=""1"">Carbon</li>
<li data-mce-fragment=""1"">Army Green</li>
</ul>","<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Parle-moi, oie. Inspiré du blouson aviateur, ce bomber imperméable apporte une coupe parfaite à un classique américain. Avec une doublure orange contrastée emblématique et des fermetures éclair en laiton authentiques, c'est un moyen facile d'ajouter instantanément du style à votre look.</span></p>

<p data-mce-fragment=""1""><span data-mce-fragment=""1""> </span></p>

<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Caractéristiques:</strong> </p>

<ul data-mce-fragment=""1"">

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span> <span data-mce-fragment=""1"">Ajustement parfait</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Résistant à l'eau</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Ultra-doux</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Doublure orange aviateur classique</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Fermetures éclair en laiton authentiques</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">2 poches avant pour les mains</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">1 poche zippée sur la manche gauche</span>

</li>

<li data-mce-fragment=""1""> 
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Fermeture à glissière complète avec fermeture à glissière double face (ouverture par le haut ou par le bas)</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">65 % coton / 35 % nylon (remplissage 100 % polyester)</span>

</li>


</ul>

<p data-mce-fragment=""1""> <strong data-mce-fragment=""1"">Ajuster:</strong> </p>

<ul data-mce-fragment=""1"">

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span> <span data-mce-fragment=""1"">Coupe ajustée</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Ajusté aux bras et aux épaules</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Taille au-dessus pour une coupe plus ample</span>

</li>

<li> <span>Le mannequin mesure 6'2"" et porte une taille M</span>
</li>


</ul>

<p data-mce-fragment=""1""> <strong data-mce-fragment=""1"">Couleurs incluses dans le pack :</strong></p>

<ul data-mce-fragment=""1"">

<li data-mce-fragment=""1""> Noir</li>

<li data-mce-fragment=""1""> Carbone</li>

<li data-mce-fragment=""1""> armée verte</li>


</ul>"
